filename,frameNum,obj_idx,xmin,ymin,xmax,ymax,confidence,class,name,w,h,scale
RaceHorses_416x240_30.yuv,235,0,12.959087371826172,0.1937309056520462,137.0843505859375,205.3745880126953,0.9543880820274353,0,person,124.12526321411133,205.18085710704327,1.0
RaceHorses_416x240_30.yuv,235,1,270.2723388671875,0.25962749123573303,394.514404296875,176.97100830078125,0.9505998492240906,0,person,124.2420654296875,176.71138080954552,1.0
RaceHorses_416x240_30.yuv,235,2,214.2045135498047,29.102434158325195,415.3321533203125,238.40916442871094,0.9502898454666138,17,horse,201.1276397705078,209.30673027038574,1.0
RaceHorses_416x240_30.yuv,235,3,150.97894287109375,0.0,265.1540222167969,92.58732604980469,0.8804931044578552,0,person,114.17507934570312,92.58732604980469,1.0
RaceHorses_416x240_30.yuv,235,4,0.3016822636127472,89.37252807617188,242.2894744873047,236.96774291992188,0.7561790943145752,17,horse,241.98779222369194,147.59521484375,1.0
RaceHorses_416x240_30.yuv,235,5,0.0,0.7688731551170349,37.132347106933594,98.08921813964844,0.4808790385723114,0,person,37.132347106933594,97.3203449845314,1.0
RaceHorses_416x240_30.yuv,235,6,114.80583190917969,0.07861516624689102,178.9422149658203,89.15862274169922,0.264644593000412,17,horse,64.13638305664062,89.08000757545233,1.0
RaceHorses_416x240_30.yuv,235,0,12.706831932067871,0.13886334002017975,137.24778747558594,205.6755828857422,0.9522774815559387,0,person,124.54095554351807,205.536719545722,0.9
RaceHorses_416x240_30.yuv,235,1,270.1339111328125,0.3215072453022003,394.4379577636719,177.1192169189453,0.9483655691146851,0,person,124.30404663085938,176.7977096736431,0.9
RaceHorses_416x240_30.yuv,235,2,214.00527954101562,28.871746063232422,415.2987365722656,238.30555725097656,0.9468175768852234,17,horse,201.29345703125,209.43381118774414,0.9
RaceHorses_416x240_30.yuv,235,3,150.4949493408203,0.0,265.77490234375,91.77075958251953,0.8545663356781006,0,person,115.27995300292969,91.77075958251953,0.9
RaceHorses_416x240_30.yuv,235,4,0.2574569582939148,89.33649444580078,240.11692810058594,236.9903106689453,0.7750183939933777,17,horse,239.85947114229202,147.65381622314453,0.9
RaceHorses_416x240_30.yuv,235,5,0.0,0.7908419966697693,37.3381233215332,97.97367095947266,0.41984662413597107,0,person,37.3381233215332,97.18282896280289,0.9
RaceHorses_416x240_30.yuv,235,6,111.66612243652344,0.14079739153385162,178.99868774414062,88.88910675048828,0.2762339413166046,17,horse,67.33256530761719,88.74830935895443,0.9
RaceHorses_416x240_30.yuv,235,0,12.856562614440918,0.16801297664642334,137.3636016845703,205.54864501953125,0.9525126814842224,0,person,124.5070390701294,205.38063204288483,0.7
RaceHorses_416x240_30.yuv,235,1,269.9070129394531,0.35148006677627563,394.14190673828125,177.95132446289062,0.9474543929100037,0,person,124.23489379882812,177.59984439611435,0.7
RaceHorses_416x240_30.yuv,235,2,213.83877563476562,28.41938591003418,415.28314208984375,238.3281707763672,0.9473884701728821,17,horse,201.44436645507812,209.908784866333,0.7
RaceHorses_416x240_30.yuv,235,3,150.2734375,0.0,266.7212219238281,91.99527740478516,0.8264184594154358,0,person,116.44778442382812,91.99527740478516,0.7
